case_id,activity,timestamp,amount,resource
PO-00133,Create,2026-01-06T13:00:00+00:00,18721,Procurement
PO-00133,Approve,2026-01-07T03:15:00+00:00,18721,Finance
PO-00133,Approve,2026-01-07T03:30:00+00:00,18721,AP
PO-00133,Pay,2026-01-08T04:45:00+00:00,18721,Finance
PO-00134,Create,2026-01-06T14:00:00+00:00,18858,Procurement
PO-00134,Approve,2026-01-07T05:15:00+00:00,18858,Finance
PO-00134,Pay,2026-01-08T06:30:00+00:00,18858,AP
PO-00135,Create,2026-01-06T15:00:00+00:00,18995,Procurement
PO-00135,Approve,2026-01-07T07:15:00+00:00,18995,Finance
PO-00135,Pay,2026-01-08T08:30:00+00:00,18995,AP
PO-00136,Create,2026-01-06T16:00:00+00:00,19132,Procurement
PO-00136,Approve,2026-01-07T09:15:00+00:00,19132,Finance
PO-00136,Pay,2026-01-08T10:30:00+00:00,19132,AP
PO-00137,Create,2026-01-06T17:00:00+00:00,19269,Procurement
PO-00137,Approve,2026-01-07T11:15:00+00:00,19269,Finance
PO-00137,Pay,2026-01-08T12:30:00+00:00,19269,AP
PO-00138,Create,2026-01-06T18:00:00+00:00,19406,Procurement
PO-00138,Approve,2026-01-07T13:15:00+00:00,19406,Finance
PO-00138,Pay,2026-01-08T14:30:00+00:00,19406,AP
PO-00139,Create,2026-01-06T19:00:00+00:00,19543,Procurement
PO-00139,Approve,2026-01-07T15:15:00+00:00,19543,Finance
PO-00139,Pay,2026-01-08T16:30:00+00:00,19543,AP
PO-00140,Create,2026-01-06T20:00:00+00:00,19680,Procurement
PO-00140,Approve,2026-01-07T17:15:00+00:00,19680,Finance
PO-00140,Approve,2026-01-07T17:30:00+00:00,19680,AP
PO-00140,Pay,2026-01-08T18:45:00+00:00,19680,Finance
PO-00141,Create,2026-01-06T21:00:00+00:00,19817,Procurement
PO-00141,Approve,2026-01-07T19:15:00+00:00,19817,Finance
PO-00141,Pay,2026-01-08T20:30:00+00:00,19817,AP
PO-00142,Create,2026-01-06T22:00:00+00:00,19954,Procurement
PO-00142,Approve,2026-01-07T21:15:00+00:00,19954,Finance
PO-00142,Pay,2026-01-08T22:30:00+00:00,19954,AP
PO-00143,Create,2026-01-06T23:00:00+00:00,20091,Procurement
PO-00143,Approve,2026-01-07T23:15:00+00:00,20091,Finance
PO-00143,Pay,2026-01-09T00:30:00+00:00,20091,AP
PO-00144,Create,2026-01-07T00:00:00+00:00,20228,Procurement
PO-00144,Approve,2026-01-07T01:15:00+00:00,20228,Finance
PO-00144,Pay,2026-01-07T02:30:00+00:00,20228,AP
PO-00145,Create,2026-01-07T01:00:00+00:00,20365,Procurement
PO-00145,Approve,2026-01-07T03:15:00+00:00,20365,Finance
PO-00145,Pay,2026-01-07T04:30:00+00:00,20365,AP
PO-00146,Create,2026-01-07T02:00:00+00:00,20502,Procurement
PO-00146,Approve,2026-01-07T05:15:00+00:00,20502,Finance
PO-00146,Pay,2026-01-07T06:30:00+00:00,20502,AP
PO-00147,Create,2026-01-07T03:00:00+00:00,20639,Procurement
PO-00147,Approve,2026-01-07T07:15:00+00:00,20639,Finance
PO-00147,Approve,2026-01-07T07:30:00+00:00,20639,AP
PO-00147,Pay,2026-01-07T08:45:00+00:00,20639,Finance
PO-00148,Create,2026-01-07T04:00:00+00:00,20776,Procurement
PO-00148,Approve,2026-01-07T09:15:00+00:00,20776,Finance
PO-00148,Pay,2026-01-07T10:30:00+00:00,20776,AP
PO-00149,Create,2026-01-07T05:00:00+00:00,20913,Procurement
PO-00149,Approve,2026-01-07T11:15:00+00:00,20913,Finance
PO-00149,Pay,2026-01-07T12:30:00+00:00,20913,AP
PO-00150,Create,2026-01-07T06:00:00+00:00,21050,Procurement
PO-00150,Approve,2026-01-07T13:15:00+00:00,21050,Finance
PO-00150,Pay,2026-01-07T14:30:00+00:00,21050,AP
PO-00151,Create,2026-01-07T07:00:00+00:00,21187,Procurement
PO-00151,Approve,2026-01-07T15:15:00+00:00,21187,Finance
PO-00151,Pay,2026-01-07T16:30:00+00:00,21187,AP
PO-00152,Create,2026-01-07T08:00:00+00:00,21324,Procurement
PO-00152,Approve,2026-01-07T17:15:00+00:00,21324,Finance
PO-00152,Pay,2026-01-07T18:30:00+00:00,21324,AP
PO-00153,Create,2026-01-07T09:00:00+00:00,21461,Procurement
PO-00153,Approve,2026-01-07T19:15:00+00:00,21461,Finance
PO-00153,Pay,2026-01-07T20:30:00+00:00,21461,AP
PO-00154,Create,2026-01-07T10:00:00+00:00,21598,Procurement
PO-00154,Approve,2026-01-07T21:15:00+00:00,21598,Finance
PO-00154,Approve,2026-01-07T21:30:00+00:00,21598,AP
PO-00154,Pay,2026-01-07T22:45:00+00:00,21598,Finance
PO-00155,Create,2026-01-07T11:00:00+00:00,21735,Procurement
PO-00155,Approve,2026-01-07T23:15:00+00:00,21735,Finance
PO-00155,Pay,2026-01-08T00:30:00+00:00,21735,AP
PO-00156,Create,2026-01-07T12:00:00+00:00,21872,Procurement
PO-00156,Approve,2026-01-08T01:15:00+00:00,21872,Finance
PO-00156,Pay,2026-01-08T02:30:00+00:00,21872,AP
PO-00157,Create,2026-01-07T13:00:00+00:00,22009,Procurement
PO-00157,Approve,2026-01-08T03:15:00+00:00,22009,Finance
PO-00157,Pay,2026-01-08T04:30:00+00:00,22009,AP
PO-00158,Create,2026-01-07T14:00:00+00:00,22146,Procurement
PO-00158,Approve,2026-01-08T05:15:00+00:00,22146,Finance
PO-00158,Pay,2026-01-08T06:30:00+00:00,22146,AP
PO-00159,Create,2026-01-07T15:00:00+00:00,22283,Procurement
PO-00159,Approve,2026-01-08T07:15:00+00:00,22283,Finance
PO-00159,Pay,2026-01-08T08:30:00+00:00,22283,AP
PO-00160,Create,2026-01-07T16:00:00+00:00,22420,Procurement
PO-00160,Approve,2026-01-08T09:15:00+00:00,22420,Finance
PO-00160,Pay,2026-01-08T10:30:00+00:00,22420,AP
PO-00161,Create,2026-01-07T17:00:00+00:00,22557,Procurement
PO-00161,Approve,2026-01-08T11:15:00+00:00,22557,Finance
PO-00161,Approve,2026-01-08T11:30:00+00:00,22557,AP
PO-00161,Pay,2026-01-08T12:45:00+00:00,22557,Finance
PO-00162,Create,2026-01-07T18:00:00+00:00,22694,Procurement
PO-00162,Approve,2026-01-08T13:15:00+00:00,22694,Finance
PO-00162,Pay,2026-01-08T14:30:00+00:00,22694,AP
PO-00163,Create,2026-01-07T19:00:00+00:00,22831,Procurement
PO-00163,Approve,2026-01-08T15:15:00+00:00,22831,Finance
PO-00163,Pay,2026-01-08T16:30:00+00:00,22831,AP
PO-00164,Create,2026-01-07T20:00:00+00:00,22968,Procurement
PO-00164,Approve,2026-01-08T17:15:00+00:00,22968,Finance
PO-00164,Pay,2026-01-08T18:30:00+00:00,22968,AP
PO-00165,Create,2026-01-07T21:00:00+00:00,23105,Procurement
PO-00165,Approve,2026-01-08T19:15:00+00:00,23105,Finance
PO-00165,Pay,2026-01-08T20:30:00+00:00,23105,AP
PO-00166,Create,2026-01-07T22:00:00+00:00,23242,Procurement
PO-00166,Approve,2026-01-08T21:15:00+00:00,23242,Finance
PO-00166,Pay,2026-01-08T22:30:00+00:00,23242,AP
PO-00167,Create,2026-01-07T23:00:00+00:00,23379,Procurement
PO-00167,Approve,2026-01-08T23:15:00+00:00,23379,Finance
PO-00167,Pay,2026-01-09T00:30:00+00:00,23379,AP
PO-00168,Create,2026-01-08T00:00:00+00:00,23516,Procurement
PO-00168,Approve,2026-01-08T01:15:00+00:00,23516,Finance
PO-00168,Approve,2026-01-08T01:30:00+00:00,23516,AP
PO-00168,Pay,2026-01-09T02:45:00+00:00,23516,Finance
PO-00169,Create,2026-01-08T01:00:00+00:00,23653,Procurement
PO-00169,Approve,2026-01-08T03:15:00+00:00,23653,Finance
PO-00169,Pay,2026-01-09T04:30:00+00:00,23653,AP
PO-00170,Create,2026-01-08T02:00:00+00:00,23790,Procurement
PO-00170,Approve,2026-01-08T05:15:00+00:00,23790,Finance
PO-00170,Pay,2026-01-09T06:30:00+00:00,23790,AP
PO-00171,Create,2026-01-08T03:00:00+00:00,23927,Procurement
PO-00171,Approve,2026-01-08T07:15:00+00:00,23927,Finance
PO-00171,Pay,2026-01-09T08:30:00+00:00,23927,AP
PO-00172,Create,2026-01-08T04:00:00+00:00,24064,Procurement
PO-00172,Approve,2026-01-08T09:15:00+00:00,24064,Finance
PO-00172,Pay,2026-01-09T10:30:00+00:00,24064,AP
PO-00173,Create,2026-01-08T05:00:00+00:00,24201,Procurement
PO-00173,Approve,2026-01-08T11:15:00+00:00,24201,Finance
PO-00173,Pay,2026-01-09T12:30:00+00:00,24201,AP
PO-00174,Create,2026-01-08T06:00:00+00:00,24338,Procurement
PO-00174,Approve,2026-01-08T13:15:00+00:00,24338,Finance
PO-00174,Pay,2026-01-09T14:30:00+00:00,24338,AP
PO-00175,Create,2026-01-08T07:00:00+00:00,24475,Procurement
PO-00175,Approve,2026-01-08T15:15:00+00:00,24475,Finance
PO-00175,Approve,2026-01-08T15:30:00+00:00,24475,AP
PO-00175,Pay,2026-01-09T16:45:00+00:00,24475,Finance
PO-00176,Create,2026-01-08T08:00:00+00:00,24612,Procurement
PO-00176,Approve,2026-01-08T17:15:00+00:00,24612,Finance
PO-00176,Pay,2026-01-09T18:30:00+00:00,24612,AP
PO-00177,Create,2026-01-08T09:00:00+00:00,24749,Procurement
PO-00177,Approve,2026-01-08T19:15:00+00:00,24749,Finance
PO-00177,Pay,2026-01-09T20:30:00+00:00,24749,AP
PO-00178,Create,2026-01-08T10:00:00+00:00,24886,Procurement
PO-00178,Approve,2026-01-08T21:15:00+00:00,24886,Finance
PO-00178,Pay,2026-01-09T22:30:00+00:00,24886,AP
PO-00179,Create,2026-01-08T11:00:00+00:00,25023,Procurement
PO-00179,Approve,2026-01-08T23:15:00+00:00,25023,Finance
PO-00179,Pay,2026-01-10T00:30:00+00:00,25023,AP
PO-00180,Create,2026-01-08T12:00:00+00:00,25160,Procurement
PO-00180,Approve,2026-01-09T01:15:00+00:00,25160,Finance
PO-00180,Pay,2026-01-10T02:30:00+00:00,25160,AP
PO-00181,Create,2026-01-08T13:00:00+00:00,25297,Procurement
PO-00181,Approve,2026-01-09T03:15:00+00:00,25297,Finance
PO-00181,Pay,2026-01-10T04:30:00+00:00,25297,AP
PO-00182,Create,2026-01-08T14:00:00+00:00,25434,Procurement
PO-00182,Approve,2026-01-09T05:15:00+00:00,25434,Finance
PO-00182,Approve,2026-01-09T05:30:00+00:00,25434,AP
PO-00182,Pay,2026-01-10T06:45:00+00:00,25434,Finance
PO-00183,Create,2026-01-08T15:00:00+00:00,25571,Procurement
PO-00183,Approve,2026-01-09T07:15:00+00:00,25571,Finance
PO-00183,Pay,2026-01-10T08:30:00+00:00,25571,AP
PO-00184,Create,2026-01-08T16:00:00+00:00,25708,Procurement
PO-00184,Approve,2026-01-09T09:15:00+00:00,25708,Finance
PO-00184,Pay,2026-01-10T10:30:00+00:00,25708,AP
PO-00185,Create,2026-01-08T17:00:00+00:00,25845,Procurement
PO-00185,Approve,2026-01-09T11:15:00+00:00,25845,Finance
PO-00185,Pay,2026-01-10T12:30:00+00:00,25845,AP
PO-00186,Create,2026-01-08T18:00:00+00:00,25982,Procurement
PO-00186,Approve,2026-01-09T13:15:00+00:00,25982,Finance
PO-00186,Pay,2026-01-10T14:30:00+00:00,25982,AP
PO-00187,Create,2026-01-08T19:00:00+00:00,26119,Procurement
PO-00187,Approve,2026-01-09T15:15:00+00:00,26119,Finance
PO-00187,Pay,2026-01-10T16:30:00+00:00,26119,AP
PO-00188,Create,2026-01-08T20:00:00+00:00,26256,Procurement
PO-00188,Approve,2026-01-09T17:15:00+00:00,26256,Finance
PO-00188,Pay,2026-01-10T18:30:00+00:00,26256,AP
PO-00189,Create,2026-01-08T21:00:00+00:00,26393,Procurement
PO-00189,Approve,2026-01-09T19:15:00+00:00,26393,Finance
PO-00189,Approve,2026-01-09T19:30:00+00:00,26393,AP
PO-00189,Pay,2026-01-10T20:45:00+00:00,26393,Finance
PO-00190,Create,2026-01-08T22:00:00+00:00,26530,Procurement
PO-00190,Approve,2026-01-09T21:15:00+00:00,26530,Finance
PO-00190,Pay,2026-01-10T22:30:00+00:00,26530,AP
PO-00191,Create,2026-01-08T23:00:00+00:00,26667,Procurement
PO-00191,Approve,2026-01-09T23:15:00+00:00,26667,Finance
PO-00191,Pay,2026-01-11T00:30:00+00:00,26667,AP
PO-00192,Create,2026-01-09T00:00:00+00:00,26804,Procurement
PO-00192,Approve,2026-01-09T01:15:00+00:00,26804,Finance
PO-00192,Pay,2026-01-09T02:30:00+00:00,26804,AP
PO-00193,Create,2026-01-09T01:00:00+00:00,26941,Procurement
PO-00193,Approve,2026-01-09T03:15:00+00:00,26941,Finance
PO-00193,Pay,2026-01-09T04:30:00+00:00,26941,AP
PO-00194,Create,2026-01-09T02:00:00+00:00,27078,Procurement
PO-00194,Approve,2026-01-09T05:15:00+00:00,27078,Finance
PO-00194,Pay,2026-01-09T06:30:00+00:00,27078,AP
PO-00195,Create,2026-01-09T03:00:00+00:00,27215,Procurement
PO-00195,Approve,2026-01-09T07:15:00+00:00,27215,Finance
PO-00195,Pay,2026-01-09T08:30:00+00:00,27215,AP
PO-00196,Create,2026-01-09T04:00:00+00:00,27352,Procurement
PO-00196,Approve,2026-01-09T09:15:00+00:00,27352,Finance
PO-00196,Approve,2026-01-09T09:30:00+00:00,27352,AP
PO-00196,Pay,2026-01-09T10:45:00+00:00,27352,Finance
PO-00197,Create,2026-01-09T05:00:00+00:00,27489,Procurement
PO-00197,Approve,2026-01-09T11:15:00+00:00,27489,Finance
PO-00197,Pay,2026-01-09T12:30:00+00:00,27489,AP
PO-00198,Create,2026-01-09T06:00:00+00:00,27626,Procurement
PO-00198,Approve,2026-01-09T13:15:00+00:00,27626,Finance
PO-00198,Pay,2026-01-09T14:30:00+00:00,27626,AP
PO-00199,Create,2026-01-09T07:00:00+00:00,27763,Procurement
PO-00199,Approve,2026-01-09T15:15:00+00:00,27763,Finance
PO-00199,Pay,2026-01-09T16:30:00+00:00,27763,AP
PO-00200,Create,2026-01-09T08:00:00+00:00,27900,Procurement
PO-00200,Approve,2026-01-09T17:15:00+00:00,27900,Finance
PO-00200,Pay,2026-01-09T18:30:00+00:00,27900,AP
PO-00201,Create,2026-01-09T09:00:00+00:00,28037,Procurement
PO-00201,Approve,2026-01-09T19:15:00+00:00,28037,Finance
PO-00201,Pay,2026-01-09T20:30:00+00:00,28037,AP
PO-00202,Create,2026-01-09T10:00:00+00:00,28174,Procurement
PO-00202,Approve,2026-01-09T21:15:00+00:00,28174,Finance
PO-00202,Pay,2026-01-09T22:30:00+00:00,28174,AP
PO-00203,Create,2026-01-09T11:00:00+00:00,28311,Procurement
PO-00203,Approve,2026-01-09T23:15:00+00:00,28311,Finance
PO-00203,Approve,2026-01-09T23:30:00+00:00,28311,AP
PO-00203,Pay,2026-01-10T00:45:00+00:00,28311,Finance
PO-00204,Create,2026-01-09T12:00:00+00:00,28448,Procurement
PO-00204,Approve,2026-01-10T01:15:00+00:00,28448,Finance
PO-00204,Pay,2026-01-10T02:30:00+00:00,28448,AP
PO-00205,Create,2026-01-09T13:00:00+00:00,28585,Procurement
PO-00205,Approve,2026-01-10T03:15:00+00:00,28585,Finance
PO-00205,Pay,2026-01-10T04:30:00+00:00,28585,AP
PO-00206,Create,2026-01-09T14:00:00+00:00,28722,Procurement
PO-00206,Approve,2026-01-10T05:15:00+00:00,28722,Finance
PO-00206,Pay,2026-01-10T06:30:00+00:00,28722,AP
PO-00207,Create,2026-01-09T15:00:00+00:00,28859,Procurement
PO-00207,Approve,2026-01-10T07:15:00+00:00,28859,Finance
PO-00207,Pay,2026-01-10T08:30:00+00:00,28859,AP
PO-00208,Create,2026-01-09T16:00:00+00:00,28996,Procurement
PO-00208,Approve,2026-01-10T09:15:00+00:00,28996,Finance
PO-00208,Pay,2026-01-10T10:30:00+00:00,28996,AP
PO-00209,Create,2026-01-09T17:00:00+00:00,29133,Procurement
PO-00209,Approve,2026-01-10T11:15:00+00:00,29133,Finance
PO-00209,Pay,2026-01-10T12:30:00+00:00,29133,AP
PO-00210,Create,2026-01-09T18:00:00+00:00,29270,Procurement
PO-00210,Approve,2026-01-10T13:15:00+00:00,29270,Finance
PO-00210,Approve,2026-01-10T13:30:00+00:00,29270,AP
PO-00210,Pay,2026-01-10T14:45:00+00:00,29270,Finance
PO-00211,Create,2026-01-09T19:00:00+00:00,29407,Procurement
PO-00211,Approve,2026-01-10T15:15:00+00:00,29407,Finance
PO-00211,Pay,2026-01-10T16:30:00+00:00,29407,AP
PO-00212,Create,2026-01-09T20:00:00+00:00,29544,Procurement
PO-00212,Approve,2026-01-10T17:15:00+00:00,29544,Finance
PO-00212,Pay,2026-01-10T18:30:00+00:00,29544,AP
PO-00213,Create,2026-01-09T21:00:00+00:00,29681,Procurement
PO-00213,Approve,2026-01-10T19:15:00+00:00,29681,Finance
PO-00213,Pay,2026-01-10T20:30:00+00:00,29681,AP
PO-00214,Create,2026-01-09T22:00:00+00:00,29818,Procurement
PO-00214,Approve,2026-01-10T21:15:00+00:00,29818,Finance
PO-00214,Pay,2026-01-10T22:30:00+00:00,29818,AP
PO-00215,Create,2026-01-09T23:00:00+00:00,29955,Procurement
PO-00215,Approve,2026-01-10T23:15:00+00:00,29955,Finance
PO-00215,Pay,2026-01-11T00:30:00+00:00,29955,AP
PO-00216,Create,2026-01-10T00:00:00+00:00,30092,Procurement
PO-00216,Approve,2026-01-10T01:15:00+00:00,30092,Finance
PO-00216,Pay,2026-01-11T02:30:00+00:00,30092,AP
PO-00217,Create,2026-01-10T01:00:00+00:00,30229,Procurement
PO-00217,Approve,2026-01-10T03:15:00+00:00,30229,Finance
PO-00217,Approve,2026-01-10T03:30:00+00:00,30229,AP
PO-00217,Pay,2026-01-11T04:45:00+00:00,30229,Finance
PO-00218,Create,2026-01-10T02:00:00+00:00,30366,Procurement
PO-00218,Approve,2026-01-10T05:15:00+00:00,30366,Finance
PO-00218,Pay,2026-01-11T06:30:00+00:00,30366,AP
PO-00219,Create,2026-01-10T03:00:00+00:00,30503,Procurement
PO-00219,Approve,2026-01-10T07:15:00+00:00,30503,Finance
PO-00219,Pay,2026-01-11T08:30:00+00:00,30503,AP
PO-00220,Create,2026-01-10T04:00:00+00:00,30640,Procurement
PO-00220,Approve,2026-01-10T09:15:00+00:00,30640,Finance
PO-00220,Pay,2026-01-11T10:30:00+00:00,30640,AP
PO-00221,Create,2026-01-10T05:00:00+00:00,30777,Procurement
PO-00221,Approve,2026-01-10T11:15:00+00:00,30777,Finance
PO-00221,Pay,2026-01-11T12:30:00+00:00,30777,AP
PO-00222,Create,2026-01-10T06:00:00+00:00,30914,Procurement
PO-00222,Approve,2026-01-10T13:15:00+00:00,30914,Finance
PO-00222,Pay,2026-01-11T14:30:00+00:00,30914,AP
PO-00223,Create,2026-01-10T07:00:00+00:00,31051,Procurement
PO-00223,Approve,2026-01-10T15:15:00+00:00,31051,Finance
PO-00223,Pay,2026-01-11T16:30:00+00:00,31051,AP
PO-00224,Create,2026-01-10T08:00:00+00:00,31188,Procurement
PO-00224,Approve,2026-01-10T17:15:00+00:00,31188,Finance
PO-00224,Approve,2026-01-10T17:30:00+00:00,31188,AP
PO-00224,Pay,2026-01-11T18:45:00+00:00,31188,Finance
PO-00225,Create,2026-01-10T09:00:00+00:00,31325,Procurement
PO-00225,Approve,2026-01-10T19:15:00+00:00,31325,Finance
PO-00225,Pay,2026-01-11T20:30:00+00:00,31325,AP
PO-00226,Create,2026-01-10T10:00:00+00:00,31462,Procurement
PO-00226,Approve,2026-01-10T21:15:00+00:00,31462,Finance
PO-00226,Pay,2026-01-11T22:30:00+00:00,31462,AP
PO-00227,Create,2026-01-10T11:00:00+00:00,31599,Procurement
PO-00227,Approve,2026-01-10T23:15:00+00:00,31599,Finance
PO-00227,Pay,2026-01-12T00:30:00+00:00,31599,AP
PO-00228,Create,2026-01-10T12:00:00+00:00,31736,Procurement
PO-00228,Approve,2026-01-11T01:15:00+00:00,31736,Finance
PO-00228,Pay,2026-01-12T02:30:00+00:00,31736,AP
PO-00229,Create,2026-01-10T13:00:00+00:00,31873,Procurement
PO-00229,Approve,2026-01-11T03:15:00+00:00,31873,Finance
PO-00229,Pay,2026-01-12T04:30:00+00:00,31873,AP
PO-00230,Create,2026-01-10T14:00:00+00:00,32010,Procurement
PO-00230,Approve,2026-01-11T05:15:00+00:00,32010,Finance
PO-00230,Pay,2026-01-12T06:30:00+00:00,32010,AP
PO-00231,Create,2026-01-10T15:00:00+00:00,32147,Procurement
PO-00231,Approve,2026-01-11T07:15:00+00:00,32147,Finance
PO-00231,Approve,2026-01-11T07:30:00+00:00,32147,AP
PO-00231,Pay,2026-01-12T08:45:00+00:00,32147,Finance
PO-00232,Create,2026-01-10T16:00:00+00:00,32284,Procurement
PO-00232,Approve,2026-01-11T09:15:00+00:00,32284,Finance
PO-00232,Pay,2026-01-12T10:30:00+00:00,32284,AP
PO-00233,Create,2026-01-10T17:00:00+00:00,32421,Procurement
PO-00233,Approve,2026-01-11T11:15:00+00:00,32421,Finance
PO-00233,Pay,2026-01-12T12:30:00+00:00,32421,AP
PO-00234,Create,2026-01-10T18:00:00+00:00,32558,Procurement
PO-00234,Approve,2026-01-11T13:15:00+00:00,32558,Finance
PO-00234,Pay,2026-01-12T14:30:00+00:00,32558,AP
PO-00235,Create,2026-01-10T19:00:00+00:00,32695,Procurement
PO-00235,Approve,2026-01-11T15:15:00+00:00,32695,Finance
PO-00235,Pay,2026-01-12T16:30:00+00:00,32695,AP
PO-00236,Create,2026-01-10T20:00:00+00:00,32832,Procurement
PO-00236,Approve,2026-01-11T17:15:00+00:00,32832,Finance
PO-00236,Pay,2026-01-12T18:30:00+00:00,32832,AP
PO-00237,Create,2026-01-10T21:00:00+00:00,32969,Procurement
PO-00237,Approve,2026-01-11T19:15:00+00:00,32969,Finance
PO-00237,Pay,2026-01-12T20:30:00+00:00,32969,AP
PO-00238,Create,2026-01-10T22:00:00+00:00,33106,Procurement
PO-00238,Approve,2026-01-11T21:15:00+00:00,33106,Finance
PO-00238,Approve,2026-01-11T21:30:00+00:00,33106,AP
PO-00238,Pay,2026-01-12T22:45:00+00:00,33106,Finance
PO-00239,Create,2026-01-10T23:00:00+00:00,33243,Procurement
PO-00239,Approve,2026-01-11T23:15:00+00:00,33243,Finance
PO-00239,Pay,2026-01-13T00:30:00+00:00,33243,AP
PO-00240,Create,2026-01-01T00:00:00+00:00,33380,Procurement
PO-00240,Approve,2026-01-01T01:15:00+00:00,33380,Finance
PO-00240,Pay,2026-01-01T02:30:00+00:00,33380,AP
PO-00241,Create,2026-01-01T01:00:00+00:00,33517,Procurement
PO-00241,Approve,2026-01-01T03:15:00+00:00,33517,Finance
PO-00241,Pay,2026-01-01T04:30:00+00:00,33517,AP
PO-00242,Create,2026-01-01T02:00:00+00:00,33654,Procurement
PO-00242,Approve,2026-01-01T05:15:00+00:00,33654,Finance
PO-00242,Pay,2026-01-01T06:30:00+00:00,33654,AP
PO-00243,Create,2026-01-01T03:00:00+00:00,33791,Procurement
PO-00243,Approve,2026-01-01T07:15:00+00:00,33791,Finance
PO-00243,Pay,2026-01-01T08:30:00+00:00,33791,AP
PO-00244,Create,2026-01-01T04:00:00+00:00,33928,Procurement
PO-00244,Approve,2026-01-01T09:15:00+00:00,33928,Finance
PO-00244,Pay,2026-01-01T10:30:00+00:00,33928,AP
PO-00245,Create,2026-01-01T05:00:00+00:00,34065,Procurement
PO-00245,Approve,2026-01-01T11:15:00+00:00,34065,Finance
PO-00245,Approve,2026-01-01T11:30:00+00:00,34065,AP
PO-00245,Pay,2026-01-01T12:45:00+00:00,34065,Finance
PO-00246,Create,2026-01-01T06:00:00+00:00,34202,Procurement
PO-00246,Approve,2026-01-01T13:15:00+00:00,34202,Finance
PO-00246,Pay,2026-01-01T14:30:00+00:00,34202,AP
PO-00247,Create,2026-01-01T07:00:00+00:00,34339,Procurement
PO-00247,Approve,2026-01-01T15:15:00+00:00,34339,Finance
PO-00247,Pay,2026-01-01T16:30:00+00:00,34339,AP
PO-00248,Create,2026-01-01T08:00:00+00:00,34476,Procurement
PO-00248,Approve,2026-01-01T17:15:00+00:00,34476,Finance
PO-00248,Pay,2026-01-01T18:30:00+00:00,34476,AP
PO-00249,Create,2026-01-01T09:00:00+00:00,34613,Procurement
PO-00249,Approve,2026-01-01T19:15:00+00:00,34613,Finance
PO-00249,Pay,2026-01-01T20:30:00+00:00,34613,AP
PO-00250,Create,2026-01-01T10:00:00+00:00,34750,Procurement
PO-00250,Approve,2026-01-01T21:15:00+00:00,34750,Finance
PO-00250,Pay,2026-01-01T22:30:00+00:00,34750,AP
PO-00251,Create,2026-01-01T11:00:00+00:00,34887,Procurement
PO-00251,Approve,2026-01-01T23:15:00+00:00,34887,Finance
PO-00251,Pay,2026-01-02T00:30:00+00:00,34887,AP
PO-00252,Create,2026-01-01T12:00:00+00:00,35024,Procurement
PO-00252,Approve,2026-01-02T01:15:00+00:00,35024,Finance
PO-00252,Approve,2026-01-02T01:30:00+00:00,35024,AP
PO-00252,Pay,2026-01-02T02:45:00+00:00,35024,Finance
PO-00253,Create,2026-01-01T13:00:00+00:00,35161,Procurement
PO-00253,Approve,2026-01-02T03:15:00+00:00,35161,Finance
PO-00253,Pay,2026-01-02T04:30:00+00:00,35161,AP
PO-00254,Create,2026-01-01T14:00:00+00:00,35298,Procurement
PO-00254,Approve,2026-01-02T05:15:00+00:00,35298,Finance
PO-00254,Pay,2026-01-02T06:30:00+00:00,35298,AP
PO-00255,Create,2026-01-01T15:00:00+00:00,35435,Procurement
PO-00255,Approve,2026-01-02T07:15:00+00:00,35435,Finance
PO-00255,Pay,2026-01-02T08:30:00+00:00,35435,AP
PO-00256,Create,2026-01-01T16:00:00+00:00,35572,Procurement
PO-00256,Approve,2026-01-02T09:15:00+00:00,35572,Finance
PO-00256,Pay,2026-01-02T10:30:00+00:00,35572,AP
PO-00257,Create,2026-01-01T17:00:00+00:00,35709,Procurement
PO-00257,Approve,2026-01-02T11:15:00+00:00,35709,Finance
PO-00257,Pay,2026-01-02T12:30:00+00:00,35709,AP
PO-00258,Create,2026-01-01T18:00:00+00:00,35846,Procurement
PO-00258,Approve,2026-01-02T13:15:00+00:00,35846,Finance
PO-00258,Pay,2026-01-02T14:30:00+00:00,35846,AP
PO-00259,Create,2026-01-01T19:00:00+00:00,35983,Procurement
PO-00259,Approve,2026-01-02T15:15:00+00:00,35983,Finance
PO-00259,Approve,2026-01-02T15:30:00+00:00,35983,AP
PO-00259,Pay,2026-01-02T16:45:00+00:00,35983,Finance
PO-00260,Create,2026-01-01T20:00:00+00:00,36120,Procurement
PO-00260,Approve,2026-01-02T17:15:00+00:00,36120,Finance
PO-00260,Pay,2026-01-02T18:30:00+00:00,36120,AP
PO-00261,Create,2026-01-01T21:00:00+00:00,36257,Procurement
PO-00261,Approve,2026-01-02T19:15:00+00:00,36257,Finance
PO-00261,Pay,2026-01-02T20:30:00+00:00,36257,AP
PO-00262,Create,2026-01-01T22:00:00+00:00,36394,Procurement
PO-00262,Approve,2026-01-02T21:15:00+00:00,36394,Finance
PO-00262,Pay,2026-01-02T22:30:00+00:00,36394,AP
PO-00263,Create,2026-01-01T23:00:00+00:00,36531,Procurement
PO-00263,Approve,2026-01-02T23:15:00+00:00,36531,Finance
PO-00263,Pay,2026-01-03T00:30:00+00:00,36531,AP
PO-00264,Create,2026-01-02T00:00:00+00:00,36668,Procurement
PO-00264,Approve,2026-01-02T01:15:00+00:00,36668,Finance
PO-00264,Pay,2026-01-03T02:30:00+00:00,36668,AP
